team_name,opponent_name,points_for,points_against,location,datetime,
2021-12-11-15-coppin-state,Coppin State,Towson,75,89,Home,12/11/21 15:00
2021-12-14-20-drexel,Coppin State,Drexel,69,76,Away,12/14/21 20:00
2022-01-08-16-south-carolina-state,Coppin State,South Carolina State,74,65,Away,1/8/22 16:00
2022-01-15-16-morgan-state,Coppin State,Morgan State,79,76,Away,1/15/22 16:00
2021-11-12-19-lafayette,Cornell,Lafayette,90,85,Away,11/12/21 19:30
2021-11-22-18-penn-state,Cornell,Penn State,74,85,Away,11/22/21 18:30
2021-11-24-16-cornell,Cornell,Saint Francis (PA),93,80,Home,11/24/21 16:00
2021-12-08-21-virginia-tech,Cornell,Virginia Tech,60,93,Away,12/8/21 21:00
2021-12-29-19-syracuse,Cornell,Syracuse,68,80,Away,12/29/21 19:00
2022-01-02-14-cornell,Cornell,Dartmouth,79,71,Home,1/2/22 14:00
2022-01-07-19-pennsylvania,Cornell,Pennsylvania,65,79,Away,1/7/22 19:00
2022-01-08-18-princeton,Cornell,Princeton,70,72,Away,1/8/22 18:00
2022-01-15-14-yale,Cornell,Yale,69,96,Away,1/15/22 14:00
2021-11-11-20-creighton,Creighton,Kennesaw State,51,44,Home,11/11/21 20:30
2021-11-16-19-nebraska,Creighton,Nebraska,77,69,Away,11/16/21 19:00
2021-11-22-17-southern-illinois,Creighton,Southern Illinois,66,64,Neutral,11/22/21 17:45
2021-11-30-21-creighton,Creighton,North Dakota State,80,55,Home,11/30/21 21:00
2021-12-04-21-creighton,Creighton,Iowa State,58,64,Home,12/4/21 21:00
2021-12-17-20-creighton,Creighton,Villanova,79,59,Home,12/17/21 20:00
2022-01-01-12-marquette,Creighton,Marquette,75,69,Away,1/1/22 12:00
2022-01-05-20-villanova,Creighton,Villanova,41,75,Away,1/5/22 20:30
2022-01-15-12-xavier,Creighton,Xavier,73,80,Away,1/15/22 12:00
2021-11-13-14-georgetown,Dartmouth,Georgetown,69,60,Away,11/13/21 14:00
2021-12-01-19-vermont,Dartmouth,Vermont,65,83,Away,12/1/21 19:00
2021-12-04-19-florida-gulf-coast,Dartmouth,Florida Gulf Coast,68,78,Away,12/4/21 19:00
2021-12-08-19-dartmouth,Dartmouth,Quinnipiac,69,72,Home,12/8/21 19:00
2021-12-16-22-stanford,Dartmouth,Stanford,78,89,Away,12/16/21 22:00
2022-01-15-14-pennsylvania,Dartmouth,Pennsylvania,68,78,Away,1/15/22 14:00
2021-11-09-19-davidson,Davidson,Delaware,93,71,Home,11/9/21 19:00
2021-11-13-20-san-francisco,Davidson,San Francisco,60,65,Away,11/13/21 20:30
2021-11-18-12-new-mexico-state,Davidson,New Mexico State,64,75,Neutral,11/18/21 12:00
2021-11-19-14-pennsylvania,Davidson,Pennsylvania,72,60,Neutral,11/19/21 14:30
2021-11-21-18-east-carolina,Davidson,East Carolina,76,67,Neutral,11/21/21 18:00
2021-11-27-14-davidson,Davidson,Robert Morris,88,70,Home,11/27/21 14:00
2021-12-04-15-davidson,Davidson,William & Mary,70,46,Home,12/4/21 15:00
2021-12-12-13-northeastern,Davidson,Northeastern,79,69,Away,12/12/21 13:00
2021-12-18-13-davidson,Davidson,Radford,74,54,Home,12/18/21 13:00
2022-01-05-19-saint-josephs,Davidson,Saint Joseph's,88,73,Away,1/5/22 19:00
2022-01-08-14-davidson,Davidson,Rhode Island,72,68,Home,1/8/22 14:00
2022-01-11-19-davidson,Davidson,Massachusetts,77,67,Home,1/11/22 19:00
2022-01-14-21-richmond,Davidson,Richmond,87,84,Away,1/14/22 21:00
2021-11-09-19-dayton,Dayton,Illinois-Chicago,64,54,Home,11/9/21 19:00
2021-11-13-18-dayton,Dayton,Massachusetts-Lowell,58,59,Home,11/13/21 18:00
2021-11-17-19-dayton,Dayton,Lipscomb,59,78,Home,11/17/21 19:00
2021-11-25-12-miami-fl,Dayton,Miami (FL),76,60,Neutral,11/25/21 12:00
2021-11-26-13-kansas,Dayton,Kansas,74,73,Neutral,11/26/21 13:30
2021-12-04-14-dayton,Dayton,Northern Illinois,79,41,Home,12/4/21 14:00
2021-12-08-20-southern-methodist,Dayton,Southern Methodist,69,77,Away,12/8/21 20:00
2021-12-12-14-dayton,Dayton,Virginia Tech,62,57,Home,12/12/21 14:00
2021-12-18-18-mississippi,Dayton,Mississippi,68,76,Away,12/18/21 18:30
2021-12-21-19-dayton,Dayton,Southern,69,60,Home,12/21/21 19:00
2022-01-05-19-dayton,Dayton,Virginia Commonwealth,52,53,Home,1/5/22 19:00
2022-01-08-12-george-washington,Dayton,George Washington,83,58,Away,1/8/22 12:00
2022-01-11-19-dayton,Dayton,Saint Louis,68,63,Home,1/11/22 19:00
2022-01-15-12-duquesne,Dayton,Duquesne,72,52,Away,1/15/22 12:30
2021-11-14-17-rider,Delaware State,Rider,53,63,Away,11/14/21 17:00
2021-11-20-16-delaware-state,Delaware State,North Carolina-Wilmington,63,67,Home,11/20/21 16:00
2021-11-27-14-long-island-university,Delaware State,Long Island University,65,99,Away,11/27/21 14:00
2021-12-02-19-delaware-state,Delaware State,Delaware,48,59,Home,12/2/21 19:00
2021-12-04-15-longwood,Delaware State,Longwood,58,78,Away,12/4/21 15:00
2021-12-06-19-liberty,Delaware State,Liberty,60,96,Away,12/6/21 19:00
2021-12-11-13-delaware-state,Delaware State,St. Francis (NY),61,75,Home,12/11/21 13:00
2021-12-18-13-north-carolina-central,Delaware State,North Carolina Central,53,86,Neutral,12/18/21 13:00
2021-12-20-19-wagner,Delaware State,Wagner,51,93,Away,12/20/21 19:00
2021-12-22-14-temple,Delaware State,Temple,48,85,Away,12/22/21 14:30
2022-01-12-19-norfolk-state,Delaware State,Norfolk State,51,80,Away,1/12/22 19:30
2021-11-13-19-siena,Delaware,Siena,83,63,Away,11/13/21 19:00
2021-11-17-19-delaware,Delaware,La Salle,85,82,Home,11/17/21 19:00
2021-11-23-19-delaware,Delaware,Fordham,81,71,Neutral,11/23/21 19:30
2021-11-24-19-delaware,Delaware,Oakland,73,81,Neutral,11/24/21 19:30
2021-11-27-19-temple,Delaware,Temple,74,75,Away,11/27/21 19:00
2021-11-30-19-delaware,Delaware,Long Island University,75,67,Home,11/30/21 19:00
2021-12-05-14-delaware,Delaware,Maryland-Baltimore County,70,60,Home,12/5/21 14:00
2021-12-08-19-delaware,Delaware,Lafayette,68,58,Home,12/8/21 19:00
2021-12-21-19-iona,Delaware,Iona,72,83,Neutral,12/21/21 19:30
2021-12-29-19-north-carolina-wilmington,Delaware,North Carolina-Wilmington,68,70,Away,12/29/21 19:00
2022-01-11-19-drexel,Delaware,Drexel,81,77,Away,1/11/22 19:00
2022-01-15-14-hofstra,Delaware,Hofstra,77,82,Away,1/15/22 14:00
2021-11-15-18-denver,Denver,IUPUI,63,47,Neutral,11/15/21 18:00
2021-11-16-20-texas-san-antonio,Denver,Texas-San Antonio,64,78,Away,11/16/21 20:30
2021-11-17-14-denver,Denver,Texas A&M-Corpus Christi,67,69,Neutral,11/17/21 14:00
2021-11-21-16-denver,Denver,Houston Baptist,74,61,Home,11/21/21 16:00
2021-11-27-17-utah-valley,Denver,Utah Valley,68,77,Away,11/27/21 17:00
2021-12-02-21-wyoming,Denver,Wyoming,64,77,Away,12/2/21 21:00
2021-12-05-14-texas-state,Denver,Texas State,58,71,Away,12/5/21 14:00
2021-12-09-21-new-mexico,Denver,New Mexico,67,87,Away,12/9/21 21:00
2021-12-11-21-dixie-state,Denver,Dixie State,62,82,Away,12/11/21 21:00
2021-12-20-21-denver,Denver,Western Illinois,80,84,Home,12/20/21 21:00
2021-12-22-16-denver,Denver,St. Thomas (MN),75,74,Home,12/22/21 16:00
2021-12-30-20-oral-roberts,Denver,Oral Roberts,66,83,Away,12/30/21 20:00
2022-01-08-16-denver,Denver,North Dakota,93,74,Home,1/8/22 16:00
2022-01-10-21-denver,Denver,North Dakota State,69,87,Home,1/10/22 21:00
2022-01-13-20-south-dakota,Denver,South Dakota,71,80,Away,1/13/22 20:00
2022-01-15-15-south-dakota-state,Denver,South Dakota State,62,80,Away,1/15/22 15:00
2021-11-18-20-depaul,DePaul,Rutgers,73,70,Home,11/18/21 20:30
2021-11-20-20-depaul,DePaul,Western Illinois,84,80,Home,11/20/21 20:00
2021-11-26-17-depaul,DePaul,Northern Kentucky,77,68,Home,11/26/21 17:00
2021-11-28-14-depaul,DePaul,Eastern Michigan,101,63,Home,11/28/21 14:00
2021-12-04-16-depaul,DePaul,Loyola (IL),64,68,Home,12/4/21 16:00
2021-12-07-20-depaul,DePaul,Duquesne,87,67,Home,12/7/21 20:30
2021-12-10-20-louisville,DePaul,Louisville,62,55,Away,12/10/21 20:00
2021-12-14-20-illinois-chicago,DePaul,Illinois-Chicago,72,66,Away,12/14/21 20:00
2022-01-01-15-depaul,DePaul,Providence,53,70,Home,1/1/22 15:00
2022-01-05-18-st-johns-ny,DePaul,St. John's (NY),84,89,Away,1/5/22 18:30
2022-01-08-14-depaul,DePaul,Villanova,64,79,Home,1/8/22 14:00
2022-01-11-19-marquette,DePaul,Marquette,76,87,Away,1/11/22 19:00
2022-01-13-17-depaul,DePaul,Seton Hall,96,92,Home,1/13/22 17:00
2021-11-10-21-wyoming,Detroit Mercy,Wyoming,47,85,Away,11/10/21 21:00
2021-11-13-19-toledo,Detroit Mercy,Toledo,73,81,Away,11/13/21 19:00
2021-11-17-20-mississippi-state,Detroit Mercy,Mississippi State,64,77,Away,11/17/21 20:00
2021-11-20-14-louisville,Detroit Mercy,Louisville,67,73,Away,11/20/21 14:00
2021-11-27-14-hofstra,Detroit Mercy,Hofstra,84,98,Away,11/27/21 14:00
2021-11-30-19-northeastern,Detroit Mercy,Northeastern,56,66,Away,11/30/21 19:00
2021-12-02-19-iupui,Detroit Mercy,IUPUI,69,45,Away,12/2/21 19:00
2021-12-05-14-illinois-chicago,Detroit Mercy,Illinois-Chicago,64,56,Away,12/5/21 14:00
2021-12-09-19-kent-state,Detroit Mercy,Kent State,52,69,Away,12/9/21 19:00
2021-12-11-13-detroit-mercy,Detroit Mercy,Western Michigan,83,64,Home,12/11/21 13:00
2022-01-07-19-detroit-mercy,Detroit Mercy,Milwaukee,85,60,Home,1/7/22 19:00
2022-01-13-19-ipfw,Detroit Mercy,Purdue-Fort Wayne,60,62,Away,1/13/22 19:00
2021-11-09-21-gonzaga,Dixie State,Gonzaga,63,97,Away,11/9/21 21:00
2021-11-12-21-dixie-state,Dixie State,Southern Utah,83,76,Home,11/12/21 21:00
2021-11-19-14-texas-state,Dixie State,Texas State,65,85,Neutral,11/19/21 14:00
2021-11-22-23-southern-california,Dixie State,Southern California,71,98,Away,11/22/21 23:00
2021-11-27-21-dixie-state,Dixie State,Weber State,70,87,Home,11/27/21 21:00
2021-12-18-14-north-dakota,Dixie State,North Dakota,78,69,Away,12/18/21 14:00
2021-12-22-21-southern-utah,Dixie State,Southern Utah,59,87,Away,12/22/21 21:00
2021-12-30-21-dixie-state,Dixie State,Tarleton State,69,83,Home,12/30/21 21:00
2022-01-08-16-utah-valley,Dixie State,Utah Valley,71,79,Away,1/8/22 16:00
2022-01-15-16-seattle,Dixie State,Seattle,68,79,Away,1/15/22 16:00
2021-11-14-15-drake,Drake,South Dakota,99,50,Home,11/14/21 15:00
2021-11-20-13-drake,Drake,Richmond,73,70,Home,11/20/21 13:00
2021-11-28-10-drake,Drake,North Texas,54,57,Neutral,11/28/21 10:30
2021-12-02-21-drake,Drake,Valparaiso,73,66,Home,12/2/21 21:00
2021-12-05-15-drake,Drake,St. Thomas (MN),74,64,Home,12/5/21 15:00
2021-12-08-21-nebraska-omaha,Drake,Omaha,78,70,Away,12/8/21 21:00
2021-12-16-20-drake,Drake,Jackson State,70,65,Home,12/16/21 20:00
2021-12-19-15-drake,Drake,Tennessee-Martin,80,54,Home,12/19/21 15:00
2022-01-02-20-missouri-state,Drake,Missouri State,56,61,Away,1/2/22 20:00
2022-01-08-17-evansville,Drake,Evansville,60,59,Away,1/8/22 17:00
2022-01-12-20-drake,Drake,Illinois State,86,75,Home,1/12/22 20:00
2021-11-14-17-syracuse,Drexel,Syracuse,60,75,Away,11/14/21 17:00
2021-11-17-19-saint-josephs,Drexel,Saint Joseph's,78,75,Away,11/17/21 19:00
2021-11-22-14-tulane,Drexel,Tulane,87,90,Neutral,11/22/21 14:30
2021-11-24-14-drexel,Drexel,Jacksonville State,64,72,Neutral,11/24/21 14:30
2021-12-02-19-drexel,Drexel,Fairleigh Dickinson,86,65,Home,12/2/21 19:00
2021-12-04-16-princeton,Drexel,Princeton,79,81,Away,12/4/21 16:00
2022-01-03-18-drexel,Drexel,Towson,65,61,Home,1/3/22 18:00
2022-01-15-14-northeastern,Drexel,Northeastern,76,68,Away,1/15/22 14:00
2021-11-09-21-duke,Duke,Kentucky,79,71,Neutral,11/9/21 21:30
2021-11-16-19-duke,Duke,Gardner-Webb,92,52,Home,11/16/21 19:00
2021-11-19-20-duke,Duke,Lafayette,88,55,Home,11/19/21 20:00
2021-11-26-22-gonzaga,Duke,Gonzaga,84,81,Neutral,11/26/21 22:30
2021-11-30-21-ohio-state,Duke,Ohio State,66,71,Away,11/30/21 21:30
2021-12-14-20-duke,Duke,South Carolina State,103,62,Home,12/14/21 20:00
2021-12-18-16-duke,Duke,Elon,87,56,Home,12/18/21 16:00
2021-12-22-21-duke,Duke,Virginia Tech,76,65,Home,12/22/21 21:00
2022-01-04-21-duke,Duke,Georgia Tech,69,57,Home,1/4/22 21:00
2022-01-08-20-duke,Duke,Miami (FL),74,76,Home,1/8/22 20:00
2022-01-12-19-wake-forest,Duke,Wake Forest,76,64,Away,1/12/22 19:00
2022-01-15-14-duke,Duke,North Carolina State,88,73,Home,1/15/22 14:00
2021-11-09-19-duquesne,Duquesne,Rider,73,61,Home,11/9/21 19:00
2021-11-13-19-duquesne,Duquesne,Hofstra,63,73,Home,11/13/21 19:00
2021-11-15-19-duquesne,Duquesne,Weber State,59,63,Home,11/15/21 19:00
2021-11-19-17-duquesne,Duquesne,Northeastern,55,71,Neutral,11/19/21 17:45
2021-12-04-19-marshall,Duquesne,Marshall,71,72,Away,12/4/21 19:00
2021-12-11-13-duquesne,Duquesne,New Hampshire,64,62,Home,12/11/21 13:00
2022-01-08-12-massachusetts,Duquesne,Massachusetts,78,74,Away,1/8/22 12:00
2022-01-12-19-fordham,Duquesne,Fordham,71,72,Away,1/12/22 19:00
2021-11-09-19-east-carolina,East Carolina,South Carolina State,70,62,Home,11/9/21 19:00
2021-11-14-16-east-carolina,East Carolina,Western Carolina,95,79,Home,11/14/21 16:00
2021-11-18-19-east-carolina,East Carolina,Oklahoma,74,79,Neutral,11/18/21 19:00
2021-11-19-19-old-dominion,East Carolina,Old Dominion,73,60,Neutral,11/19/21 19:30
2021-11-30-19-east-carolina,East Carolina,Old Dominion,63,62,Home,11/30/21 19:00
2021-12-04-15-east-carolina,East Carolina,Gardner-Webb,62,52,Home,12/4/21 15:00
2021-12-07-19-east-carolina,East Carolina,North Carolina A&T,82,71,Home,12/7/21 19:00
2021-12-17-13-east-carolina,East Carolina,Liberty,64,74,Neutral,12/17/21 13:30
2021-12-21-12-east-carolina,East Carolina,Southern Mississippi,68,67,Home,12/21/21 12:00
2022-01-05-19-east-carolina,East Carolina,Tulane,88,80,Home,1/5/22 19:00
2022-01-08-14-temple,East Carolina,Temple,75,78,Away,1/8/22 14:00
2022-01-15-16-east-carolina,East Carolina,Memphis,72,71,Home,1/15/22 16:00
2021-11-14-12-tennessee,East Tennessee State,Tennessee,62,94,Away,11/14/21 12:00
2021-11-18-19-east-tennessee-state,East Tennessee State,South Carolina Upstate,56,43,Home,11/18/21 19:00
2021-11-22-17-murray-state,East Tennessee State,Murray State,66,58,Neutral,11/22/21 17:30
2021-11-23-20-missouri-state,East Tennessee State,Missouri State,77,76,Neutral,11/23/21 20:00
2021-11-24-20-east-tennessee-state,East Tennessee State,Kent State,57,51,Neutral,11/24/21 20:00
2021-12-11-16-east-tennessee-state,East Tennessee State,Morehead State,82,75,Home,12/11/21 16:00
2021-12-14-19-east-tennessee-state,East Tennessee State,North Carolina A&T,67,69,Home,12/14/21 19:00
2021-12-18-14-north-carolina-asheville,East Tennessee State,North Carolina-Asheville,64,79,Away,12/18/21 14:00
2021-12-22-19-georgia,East Tennessee State,Georgia,86,84,Away,12/22/21 19:00
2022-01-08-16-east-tennessee-state,East Tennessee State,Wofford,57,68,Home,1/8/22 16:00
2022-01-10-19-east-tennessee-state,East Tennessee State,Western Carolina,87,69,Home,1/10/22 19:00
2022-01-12-19-furman,East Tennessee State,Furman,69,78,Away,1/12/22 19:00
2022-01-15-15-samford,East Tennessee State,Samford,88,85,Away,1/15/22 15:00
2021-11-09-20-northwestern,Eastern Illinois,Northwestern,56,80,Away,11/9/21 20:00
2021-11-12-20-saint-louis,Eastern Illinois,Saint Louis,44,86,Away,11/12/21 20:00
2021-11-22-19-eastern-kentucky,Eastern Illinois,Eastern Kentucky,43,82,Away,11/22/21 19:00
2021-11-28-14-eastern-illinois,Eastern Illinois,Evansville,54,70,Home,11/28/21 14:00
2021-12-01-20-northern-illinois,Eastern Illinois,Northern Illinois,45,55,Away,12/1/21 20:00
2021-12-07-20-missouri,Eastern Illinois,Missouri,44,72,Away,12/7/21 20:00
2021-12-18-15-western-illinois,Eastern Illinois,Western Illinois,54,71,Away,12/18/21 15:00
2021-12-29-19-morehead-state,Eastern Illinois,Morehead State,50,63,Away,12/29/21 19:00
2021-11-13-19-milwaukee,Eastern Kentucky,Milwaukee,77,71,Away,11/13/21 19:00
2021-11-16-19-eastern-kentucky,Eastern Kentucky,James Madison,78,79,Home,11/16/21 19:00
2021-11-26-19-west-virginia,Eastern Kentucky,West Virginia,77,80,Away,11/26/21 19:00
2021-11-28-16-radford,Eastern Kentucky,Radford,75,88,Away,11/28/21 16:30
2021-12-04-19-western-kentucky,Eastern Kentucky,Western Kentucky,80,85,Away,12/4/21 19:00
2021-12-07-22-southern-california,Eastern Kentucky,Southern California,68,80,Away,12/7/21 22:00
2021-12-11-19-eastern-kentucky,Eastern Kentucky,Marshall,69,80,Home,12/11/21 19:00
2021-12-18-19-eastern-kentucky,Eastern Kentucky,Northern Kentucky,81,68,Home,12/18/21 19:00
2022-01-11-19-north-alabama,Eastern Kentucky,North Alabama,75,76,Away,1/11/22 19:00
2022-01-15-19-eastern-kentucky,Eastern Kentucky,Jacksonville State,65,76,Home,1/15/22 19:00
2021-11-09-18-indiana,Eastern Michigan,Indiana,62,68,Away,11/9/21 18:00
2021-11-12-18-eastern-michigan,Eastern Michigan,Illinois State,103,98,Home,11/12/21 18:00
2021-11-18-19-northern-kentucky,Eastern Michigan,Northern Kentucky,73,74,Away,11/18/21 19:00
2021-11-20-17-michigan-state,Eastern Michigan,Michigan State,59,83,Away,11/20/21 17:00
2021-11-24-15-eastern-michigan,Eastern Michigan,Western Illinois,72,68,Home,11/24/21 15:00
2021-12-08-19-eastern-michigan,Eastern Michigan,Niagara,60,58,Home,12/8/21 19:00
2021-12-11-13-eastern-michigan,Eastern Michigan,Florida International,92,88,Home,12/11/21 13:00
2021-12-20-19-valparaiso,Eastern Michigan,Valparaiso,55,67,Away,12/20/21 19:00
2022-01-04-19-western-michigan,Eastern Michigan,Western Michigan,85,79,Away,1/4/22 19:00
2022-01-15-16-northern-illinois,Eastern Michigan,Northern Illinois,70,77,Away,1/15/22 16:30
2021-11-09-22-nevada,Eastern Washington,Nevada,76,91,Away,11/9/21 22:00
2021-11-20-23-eastern-washington,Eastern Washington,Texas State,74,81,Neutral,11/20/21 23:00
2021-11-27-19-washington-state,Eastern Washington,Washington State,76,71,Away,11/27/21 19:30
2021-12-02-21-eastern-washington,Eastern Washington,Southern Utah,76,89,Home,12/2/21 21:00
2021-12-04-13-nebraska-omaha,Eastern Washington,Omaha,92,81,Away,12/4/21 13:00
2021-12-11-14-north-dakota,Eastern Washington,North Dakota,76,60,Away,12/11/21 14:00
2021-12-22-14-texas-tech,Eastern Washington,Texas Tech,46,78,Away,12/22/21 14:00
2021-12-30-22-portland-state,Eastern Washington,Portland State,63,58,Away,12/30/21 22:00
2022-01-01-16-northern-arizona,Eastern Washington,Northern Arizona,78,65,Away,1/1/22 16:00
2022-01-06-21-eastern-washington,Eastern Washington,Montana,78,90,Home,1/6/22 21:00
2022-01-08-18-eastern-washington,Eastern Washington,Idaho,96,93,Home,1/8/22 18:30
2021-11-09-20-florida,Elon,Florida,61,74,Away,11/9/21 20:00
2021-11-18-21-west-virginia,Elon,West Virginia,68,87,Neutral,11/18/21 21:30
2021-11-19-21-elon,Elon,Mississippi,56,74,Neutral,11/19/21 21:00
2021-11-21-10-elon,Elon,Temple,58,75,Neutral,11/21/21 10:30
2021-11-27-13-elon,Elon,Jacksonville State,81,93,Home,11/27/21 13:00
2021-11-30-19-north-carolina-greensboro,Elon,North Carolina-Greensboro,61,74,Away,11/30/21 19:00
2021-12-04-19-elon,Elon,High Point,77,83,Home,12/4/21 19:00
2021-12-11-20-north-carolina,Elon,North Carolina,63,80,Away,12/11/21 20:00
2021-12-15-19-elon,Elon,Winthrop,63,61,Home,12/15/21 19:00
2021-12-29-19-elon,Elon,Northeastern,79,62,Home,12/29/21 19:00
2022-01-12-19-north-carolina-wilmington,Elon,North Carolina-Wilmington,66,73,Away,1/12/22 19:00
2022-01-15-16-elon,Elon,Towson,54,59,Home,1/15/22 16:00
2021-11-11-19-evansville,Evansville,IUPUI,60,40,Home,11/11/21 19:00
2021-11-22-11-evansville,Evansville,Rice,104,109,Neutral,11/22/21 11:00
2021-11-23-11-vermont,Evansville,Vermont,49,58,Neutral,11/23/21 11:00
2021-12-01-19-evansville,Evansville,Southern Illinois,52,54,Home,12/1/21 19:00
2021-12-04-14-evansville,Evansville,Tennessee Tech,59,51,Home,12/4/21 14:00
2021-12-08-19-southeast-missouri-state,Evansville,Southeast Missouri State,73,75,Away,12/8/21 19:30
2022-01-02-14-northern-iowa,Evansville,Northern Iowa,61,83,Away,1/2/22 14:00
2021-11-09-19-providence,Fairfield,Providence,73,80,Away,11/9/21 19:00
2021-11-20-20-sacred-heart,Fairfield,Sacred Heart,71,61,Away,11/20/21 20:00
2021-11-24-14-fairfield,Fairfield,Stony Brook,83,78,Home,11/24/21 14:00
2021-11-28-14-fairfield,Fairfield,Loyola (MD),70,75,Home,11/28/21 14:00
2021-12-05-13-niagara,Fairfield,Niagara,81,71,Away,12/5/21 13:00
2021-12-08-19-fairfield,Fairfield,Holy Cross,74,59,Home,12/8/21 19:00
2021-12-12-13-william-mary,Fairfield,William & Mary,70,47,Away,12/12/21 13:00
2021-12-15-19-fairleigh-dickinson,Fairfield,Fairleigh Dickinson,72,54,Away,12/15/21 19:00
2021-12-19-13-massachusetts,Fairfield,Massachusetts,73,77,Away,12/19/21 13:00
2021-12-23-14-fairfield,Fairfield,Wagner,50,63,Home,12/23/21 14:00
2022-01-07-19-fairfield,Fairfield,Marist,51,60,Home,1/7/22 19:00
2022-01-09-14-siena,Fairfield,Siena,62,69,Away,1/9/22 14:00
2022-01-11-14-fairfield,Fairfield,Iona,76,80,Home,1/11/22 14:00
2021-11-10-19-seton-hall,Fairleigh Dickinson,Seton Hall,49,93,Away,11/10/21 19:00
2021-11-18-21-northwestern,Fairleigh Dickinson,Northwestern,46,82,Away,11/18/21 21:00
2021-11-20-18-st-johns-ny,Fairleigh Dickinson,St. John's (NY),74,87,Away,11/20/21 18:00
2021-11-24-14-njit,Fairleigh Dickinson,NJIT,54,62,Away,11/24/21 14:00
2021-11-28-16-princeton,Fairleigh Dickinson,Princeton,79,89,Away,11/28/21 16:00
